year,state,rate,deaths,state_name,law_strength_score,restrictive_laws,permissive_laws,total_law_changes,unique_law_classes,strength_background_checks,strength_carrying_a_concealed_weapon_ccw,strength_castle_doctrine,strength_dealer_license,strength_firearm_sales_restrictions,strength_local_laws_preempted_by_state,strength_minimum_age,strength_prohibited_possessor,strength_registration,strength_waiting_period,strength_firearm_removal_at_scene_of_domestic_violence,strength_firearms_in_college_university,strength_child_access_laws,strength_gun_trafficking,strength_open_carry,strength_required_reporting_of_lost_or_stolen_firearms,strength_safety_training_required,strength_untraceable_firearms,strength_permit_to_purchase,strength_firearms_in_k_12_educational_settings,class_count_background_checks,class_count_carrying_a_concealed_weapon_ccw,class_count_castle_doctrine,class_count_dealer_license,class_count_firearm_sales_restrictions,class_count_local_laws_preempted_by_state,class_count_minimum_age,class_count_prohibited_possessor,class_count_registration,class_count_waiting_period,class_count_firearm_removal_at_scene_of_domestic_violence,class_count_firearms_in_college_university,class_count_child_access_laws,class_count_gun_trafficking,class_count_open_carry,class_count_required_reporting_of_lost_or_stolen_firearms,class_count_safety_training_required,class_count_untraceable_firearms,class_count_permit_to_purchase,class_count_firearms_in_k_12_educational_settings,class_restrictive_background_checks,class_restrictive_carrying_a_concealed_weapon_ccw,class_restrictive_castle_doctrine,class_restrictive_dealer_license,class_restrictive_firearm_sales_restrictions,class_restrictive_local_laws_preempted_by_state,class_restrictive_minimum_age,class_restrictive_prohibited_possessor,class_restrictive_registration,class_restrictive_waiting_period,class_restrictive_firearm_removal_at_scene_of_domestic_violence,class_restrictive_firearms_in_college_university,class_restrictive_child_access_laws,class_restrictive_gun_trafficking,class_restrictive_open_carry,class_restrictive_required_reporting_of_lost_or_stolen_firearms,class_restrictive_safety_training_required,class_restrictive_untraceable_firearms,class_restrictive_permit_to_purchase,class_restrictive_firearms_in_k_12_educational_settings,class_permissive_background_checks,class_permissive_carrying_a_concealed_weapon_ccw,class_permissive_castle_doctrine,class_permissive_dealer_license,class_permissive_firearm_sales_restrictions,class_permissive_local_laws_preempted_by_state,class_permissive_minimum_age,class_permissive_prohibited_possessor,class_permissive_registration,class_permissive_waiting_period,class_permissive_firearm_removal_at_scene_of_domestic_violence,class_permissive_firearms_in_college_university,class_permissive_child_access_laws,class_permissive_gun_trafficking,class_permissive_open_carry,class_permissive_required_reporting_of_lost_or_stolen_firearms,class_permissive_safety_training_required,class_permissive_untraceable_firearms,class_permissive_permit_to_purchase,class_permissive_firearms_in_k_12_educational_settings,high_risk,rate_change,law_strength_change,restrictive_ratio,permissive_ratio
2022,SC,20.8,1105,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.5999999999999979,0,0.73,0.27
2023,SC,19.1,1019,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.6999999999999993,0,0.73,0.27
2014,SD,10.3,89,South Dakota,6,12,6,18,9,2,-2,-2,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0.67,0.33
2015,SD,11.1,96,South Dakota,6,12,6,18,9,2,-2,-2,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7999999999999989,0,0.67,0.33
2016,SD,13.4,108,South Dakota,6,12,6,18,9,2,-2,-2,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3000000000000007,0,0.67,0.33
2017,SD,11.9,101,South Dakota,7,13,6,19,10,2,-2,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,2,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5,1,0.68,0.32
2018,SD,13.6,117,South Dakota,7,13,6,19,10,2,-2,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,2,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6999999999999993,0,0.68,0.32
2019,SD,13.1,113,South Dakota,6,13,7,20,10,2,-3,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,3,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,-1,0.65,0.35
2020,SD,13.6,120,South Dakota,6,13,7,20,10,2,-3,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,3,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.65,0.35
2021,SD,14.3,128,South Dakota,6,13,7,20,10,2,-3,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,3,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7000000000000011,0,0.65,0.35
2022,SD,15.7,141,South Dakota,6,13,7,20,10,2,-3,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,3,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3999999999999986,0,0.65,0.35
2023,SD,12.3,112,South Dakota,6,13,7,20,10,2,-3,-2,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,-1,2,3,2,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.3999999999999986,0,0.65,0.35
2014,TN,15.1,1016,Tennessee,17,26,9,35,13,5,-1,-3,-1,3,-1,5,2,0,3,1,3,1,0,0,0,0,0,0,0,7,3,3,1,3,1,5,2,0,3,1,3,1,0,2,0,0,0,0,0,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,0.74,0.26
2015,TN,16,1075,Tennessee,17,26,9,35,13,5,-1,-3,-1,3,-1,5,2,0,3,1,3,1,0,0,0,0,0,0,0,7,3,3,1,3,1,5,2,0,3,1,3,1,0,2,0,0,0,0,0,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9000000000000004,0,0.74,0.26
2016,TN,17.1,1148,Tennessee,17,26,9,35,13,5,-1,-3,-1,3,-1,5,2,0,3,1,3,1,0,0,0,0,0,0,0,7,3,3,1,3,1,5,2,0,3,1,3,1,0,2,0,0,0,0,0,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1000000000000014,0,0.74,0.26
2017,TN,18.4,1246,Tennessee,15,26,11,37,14,5,-1,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,3,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.2999999999999972,-2,0.7,0.3
2018,TN,17.8,1228,Tennessee,15,26,11,37,14,5,-1,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,3,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.5999999999999979,0,0.7,0.3
2019,TN,18.4,1270,Tennessee,15,26,11,37,14,5,-1,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,3,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.5999999999999979,0,0.7,0.3
2020,TN,21.3,1473,Tennessee,15,26,11,37,14,5,-1,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,3,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,2,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2.900000000000002,0,0.7,0.3
2021,TN,22.8,1569,Tennessee,14,26,12,38,14,5,-2,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,4,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,3,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,-1,0.68,0.32
2022,TN,20.5,1480,Tennessee,14,26,12,38,14,5,-2,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,4,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,3,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-2.3000000000000007,0,0.68,0.32
2023,TN,22,1587,Tennessee,14,26,12,38,14,5,-2,-3,-1,3,-2,5,2,0,3,1,3,1,0,0,0,0,0,0,-1,7,4,3,1,3,2,5,2,0,3,1,3,1,0,2,0,0,0,0,1,5,1,0,0,3,0,5,2,0,2,1,3,1,0,1,0,0,0,0,0,1,3,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,0,0.68,0.32
2014,TX,10.7,2848,Texas,12,19,7,26,11,2,0,-3,0,3,-1,5,3,0,2,0,2,1,0,-2,0,0,0,0,0,2,2,3,0,3,1,5,3,0,2,0,2,1,0,2,0,0,0,0,0,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,0.73,0.27
2015,TX,11.7,3203,Texas,11,19,8,27,11,2,0,-3,0,3,-2,5,3,0,2,0,2,1,0,-2,0,0,0,0,0,2,2,3,0,3,2,5,3,0,2,0,2,1,0,2,0,0,0,0,0,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-1,0.7,0.3
2016,TX,12.1,3353,Texas,10,19,9,28,11,2,0,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,0,2,2,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,0,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.40000000000000036,-1,0.68,0.32
2017,TX,12.4,3513,Texas,10,19,9,28,11,2,0,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,0,2,2,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,0,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.3000000000000007,0,0.68,0.32
2018,TX,12.2,3522,Texas,9,19,10,29,12,2,0,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,-1,2,2,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,1,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,-0.20000000000000107,-1,0.66,0.34
2019,TX,12.7,3683,Texas,9,19,10,29,12,2,0,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,-1,2,2,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,1,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0.5,0,0.66,0.34
2020,TX,14.2,4164,Texas,9,19,10,29,12,2,0,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,-1,2,2,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,1,2,1,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1.5,0,0.66,0.34
2021,TX,15.6,4613,Texas,10,20,10,30,12,2,1,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,-1,2,3,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,1,2,2,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1.4000000000000004,1,0.67,0.33
2022,TX,15.3,4630,Texas,10,20,10,30,12,2,1,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,-1,2,3,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,1,2,2,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,-0.29999999999999893,0,0.67,0.33
2023,TX,14.9,4561,Texas,10,20,10,30,12,2,1,-3,0,3,-2,5,3,0,2,0,1,1,0,-2,0,0,0,0,-1,2,3,3,0,3,2,5,3,0,2,0,3,1,0,2,0,0,0,0,1,2,2,0,0,3,0,5,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,-0.40000000000000036,0,0.67,0.33
2014,UT,12.3,337,Utah,14,24,10,34,11,5,-2,-3,0,3,-1,3,5,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,5,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,4,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,0.71,0.29
2015,UT,12.8,367,Utah,14,24,10,34,11,5,-2,-3,0,3,-1,3,5,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,5,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,4,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.71,0.29
2016,UT,12.9,370,Utah,14,24,10,34,11,5,-2,-3,0,3,-1,3,5,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,5,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,4,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.09999999999999964,0,0.71,0.29
2017,UT,14,410,Utah,14,24,10,34,11,5,-2,-3,0,3,-1,3,5,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,5,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,4,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0999999999999996,0,0.71,0.29
2018,UT,13.2,397,Utah,16,26,10,36,11,5,-2,-3,0,3,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,7,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,6,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.8000000000000007,2,0.72,0.28
2019,UT,12.8,394,Utah,16,26,10,36,11,5,-2,-3,0,3,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,7,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,6,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.3999999999999986,0,0.72,0.28
2020,UT,13.6,429,Utah,16,26,10,36,11,5,-2,-3,0,3,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,0,5,2,3,0,3,1,7,7,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,6,0,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7999999999999989,0,0.72,0.28
2021,UT,13.9,450,Utah,15,26,11,37,11,5,-3,-3,0,3,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,0,5,3,3,0,3,1,7,7,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,6,0,0,1,2,1,0,2,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3000000000000007,-1,0.7,0.3
2022,UT,13.7,446,Utah,15,26,11,37,11,5,-3,-3,0,3,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,0,5,3,3,0,3,1,7,7,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,6,0,0,1,2,1,0,2,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.20000000000000107,0,0.7,0.3
2023,UT,14.8,489,Utah,15,26,11,37,11,5,-3,-3,0,3,-1,3,7,0,0,1,1,1,0,1,0,0,0,0,0,5,3,3,0,3,1,7,7,0,0,1,3,1,0,3,0,0,0,0,0,5,0,0,0,3,0,5,6,0,0,1,2,1,0,2,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.1000000000000014,0,0.7,0.3
2014,VA,10.3,889,Virginia,22,28,6,34,14,4,0,-1,2,5,-1,5,4,0,0,0,0,1,3,-2,1,0,1,0,0,4,2,1,2,5,1,5,4,0,0,0,2,1,3,2,1,0,1,0,0,4,1,0,1,4,0,5,4,0,0,0,1,1,3,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,NA,NA,0.82,0.18
2015,VA,10.9,946,Virginia,22,28,6,34,14,4,0,-1,2,5,-1,5,4,0,0,0,0,1,3,-2,1,0,1,0,0,4,2,1,2,5,1,5,4,0,0,0,2,1,3,2,1,0,1,0,0,4,1,0,1,4,0,5,4,0,0,0,1,1,3,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.5999999999999996,0,0.82,0.18
2016,VA,12.1,1049,Virginia,24,30,6,36,14,4,0,-1,2,5,-1,5,5,0,0,0,0,1,3,-2,2,0,1,0,0,4,2,1,2,5,1,5,5,0,0,0,2,1,3,2,2,0,1,0,0,4,1,0,1,4,0,5,5,0,0,0,1,1,3,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.1999999999999993,2,0.83,0.17
2017,VA,11.9,1041,Virginia,24,30,6,36,14,4,0,-1,2,5,-1,5,5,0,0,0,0,1,3,-2,2,0,1,0,0,4,2,1,2,5,1,5,5,0,0,0,2,1,3,2,2,0,1,0,0,4,1,0,1,4,0,5,5,0,0,0,1,1,3,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,-0.1999999999999993,0,0.83,0.17
2018,VA,11.8,1035,Virginia,24,30,6,36,14,4,0,-1,2,5,-1,5,5,0,0,0,0,1,3,-2,2,0,1,0,0,4,2,1,2,5,1,5,5,0,0,0,2,1,3,2,2,0,1,0,0,4,1,0,1,4,0,5,5,0,0,0,1,1,3,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,-0.09999999999999964,0,0.83,0.17
2019,VA,11.7,1025,Virginia,24,30,6,36,14,4,0,-1,2,5,-1,5,5,0,0,0,0,1,3,-2,2,0,1,0,0,4,2,1,2,5,1,5,5,0,0,0,2,1,3,2,2,0,1,0,0,4,1,0,1,4,0,5,5,0,0,0,1,1,3,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,-0.10000000000000142,0,0.83,0.17
2020,VA,13.4,1174,Virginia,30,36,6,42,15,5,0,-1,2,6,-1,5,6,0,0,1,0,1,3,-2,4,0,1,0,0,5,2,1,2,6,1,5,6,0,0,1,2,1,3,2,4,0,1,0,0,5,1,0,1,5,0,5,6,0,0,1,1,1,3,0,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1.700000000000001,6,0.86,0.14
2021,VA,14.3,1248,Virginia,32,38,6,44,15,7,0,-1,2,6,-1,5,6,0,0,1,0,1,3,-2,4,0,1,0,0,7,2,1,2,6,1,5,6,0,0,1,2,1,3,2,4,0,1,0,0,7,1,0,1,5,0,5,6,0,0,1,1,1,3,0,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.9000000000000004,2,0.86,0.14
2022,VA,14.9,1316,Virginia,32,38,6,44,15,7,0,-1,2,6,-1,5,6,0,0,1,0,1,3,-2,4,0,1,0,0,7,2,1,2,6,1,5,6,0,0,1,2,1,3,2,4,0,1,0,0,7,1,0,1,5,0,5,6,0,0,1,1,1,3,0,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.5999999999999996,0,0.86,0.14
2023,VA,13.8,1237,Virginia,32,38,6,44,15,7,0,-1,2,6,-1,5,6,0,0,1,0,1,3,-2,4,0,1,0,0,7,2,1,2,6,1,5,6,0,0,1,2,1,3,2,4,0,1,0,0,7,1,0,1,5,0,5,6,0,0,1,1,1,3,0,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,-1.0999999999999996,0,0.86,0.14
2014,VT,10.3,69,Vermont,9,12,3,15,8,2,-1,-1,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.8,0.2
2015,VT,9.6,70,Vermont,9,12,3,15,8,2,-1,-1,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7000000000000011,0,0.8,0.2
2016,VT,11.1,78,Vermont,9,12,3,15,8,2,-1,-1,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.8,0.2
2017,VT,11.7,70,Vermont,9,12,3,15,8,2,-1,-1,0,3,-1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5999999999999996,0,0.8,0.2
2018,VT,12.8,82,Vermont,17,20,3,23,9,4,-1,-1,0,4,-1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,0,4,1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1000000000000014,8,0.87,0.13
2019,VT,9.3,67,Vermont,17,20,3,23,9,4,-1,-1,0,4,-1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,0,4,1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0.87,0.13
2020,VT,11.6,76,Vermont,17,20,3,23,9,4,-1,-1,0,4,-1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,0,4,1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299999999999999,0,0.87,0.13
2021,VT,11.9,83,Vermont,17,20,3,23,9,4,-1,-1,0,4,-1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,0,4,1,6,3,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3000000000000007,0,0.87,0.13
