year,state,rate,deaths,state_name,law_strength_score,restrictive_laws,permissive_laws,total_law_changes,unique_law_classes,strength_background_checks,strength_carrying_a_concealed_weapon_ccw,strength_castle_doctrine,strength_dealer_license,strength_firearm_sales_restrictions,strength_local_laws_preempted_by_state,strength_minimum_age,strength_prohibited_possessor,strength_registration,strength_waiting_period,strength_firearm_removal_at_scene_of_domestic_violence,strength_firearms_in_college_university,strength_child_access_laws,strength_gun_trafficking,strength_open_carry,strength_required_reporting_of_lost_or_stolen_firearms,strength_safety_training_required,strength_untraceable_firearms,strength_permit_to_purchase,strength_firearms_in_k_12_educational_settings,class_count_background_checks,class_count_carrying_a_concealed_weapon_ccw,class_count_castle_doctrine,class_count_dealer_license,class_count_firearm_sales_restrictions,class_count_local_laws_preempted_by_state,class_count_minimum_age,class_count_prohibited_possessor,class_count_registration,class_count_waiting_period,class_count_firearm_removal_at_scene_of_domestic_violence,class_count_firearms_in_college_university,class_count_child_access_laws,class_count_gun_trafficking,class_count_open_carry,class_count_required_reporting_of_lost_or_stolen_firearms,class_count_safety_training_required,class_count_untraceable_firearms,class_count_permit_to_purchase,class_count_firearms_in_k_12_educational_settings,class_restrictive_background_checks,class_restrictive_carrying_a_concealed_weapon_ccw,class_restrictive_castle_doctrine,class_restrictive_dealer_license,class_restrictive_firearm_sales_restrictions,class_restrictive_local_laws_preempted_by_state,class_restrictive_minimum_age,class_restrictive_prohibited_possessor,class_restrictive_registration,class_restrictive_waiting_period,class_restrictive_firearm_removal_at_scene_of_domestic_violence,class_restrictive_firearms_in_college_university,class_restrictive_child_access_laws,class_restrictive_gun_trafficking,class_restrictive_open_carry,class_restrictive_required_reporting_of_lost_or_stolen_firearms,class_restrictive_safety_training_required,class_restrictive_untraceable_firearms,class_restrictive_permit_to_purchase,class_restrictive_firearms_in_k_12_educational_settings,class_permissive_background_checks,class_permissive_carrying_a_concealed_weapon_ccw,class_permissive_castle_doctrine,class_permissive_dealer_license,class_permissive_firearm_sales_restrictions,class_permissive_local_laws_preempted_by_state,class_permissive_minimum_age,class_permissive_prohibited_possessor,class_permissive_registration,class_permissive_waiting_period,class_permissive_firearm_removal_at_scene_of_domestic_violence,class_permissive_firearms_in_college_university,class_permissive_child_access_laws,class_permissive_gun_trafficking,class_permissive_open_carry,class_permissive_required_reporting_of_lost_or_stolen_firearms,class_permissive_safety_training_required,class_permissive_untraceable_firearms,class_permissive_permit_to_purchase,class_permissive_firearms_in_k_12_educational_settings,high_risk,rate_change,law_strength_change,restrictive_ratio,permissive_ratio
2022,MI,15,1504,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.40000000000000036,0,0.79,0.21
2023,MI,13.9,1384,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0999999999999996,0,0.79,0.21
2014,MN,6.6,377,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,0.77,0.23
2015,MN,7.4,410,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.8000000000000007,0,0.77,0.23
2016,MN,7.6,432,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1999999999999993,0,0.77,0.23
2017,MN,8.2,465,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5999999999999996,0,0.77,0.23
2018,MN,7.8,437,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.39999999999999947,0,0.77,0.23
2019,MN,8.1,465,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.2999999999999998,0,0.77,0.23
2020,MN,8.9,513,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.8000000000000007,0,0.77,0.23
2021,MN,10,573,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0999999999999996,0,0.77,0.23
2022,MN,9.6,561,Minnesota,16,23,7,30,12,3,-2,-2,0,4,-1,7,5,0,1,1,0,1,1,-2,0,0,0,0,0,3,2,2,0,4,1,7,5,0,1,1,0,1,1,2,0,0,0,0,0,3,0,0,0,4,0,7,5,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.40000000000000036,0,0.77,0.23
2023,MN,8.9,525,Minnesota,19,26,7,33,12,5,-2,-2,0,4,-1,7,5,0,2,1,0,1,1,-2,0,0,0,0,0,5,2,2,0,4,1,7,5,0,2,1,0,1,1,2,0,0,0,0,0,5,0,0,0,4,0,7,5,0,2,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.6999999999999993,3,0.79,0.21
2014,MO,15.3,943,Missouri,20,26,6,32,13,5,1,-3,0,3,-1,6,2,2,2,0,1,1,0,-1,0,0,0,2,0,5,3,3,0,3,1,6,2,2,2,0,1,1,0,1,0,0,0,2,0,3,2,0,0,3,0,5,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,0.81,0.19
2015,MO,18.1,1094,Missouri,20,26,6,32,13,5,1,-3,0,3,-1,6,2,2,2,0,1,1,0,-1,0,0,0,2,0,5,3,3,0,3,1,6,2,2,2,0,1,1,0,1,0,0,0,2,0,3,2,0,0,3,0,5,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.8000000000000007,0,0.81,0.19
2016,MO,19,1144,Missouri,19,26,7,33,13,5,1,-4,0,3,-1,6,2,2,2,0,1,1,0,-1,0,0,0,2,0,5,3,4,0,3,1,6,2,2,2,0,1,1,0,1,0,0,0,2,0,3,2,0,0,3,0,5,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8999999999999986,-1,0.79,0.21
2017,MO,21.5,1307,Missouri,19,27,8,35,14,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,0,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,0,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.5,0,0.77,0.23
2018,MO,21.5,1311,Missouri,19,27,8,35,14,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,0,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,0,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.77,0.23
2019,MO,20.6,1252,Missouri,19,27,8,35,14,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,0,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,0,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8999999999999986,0,0.77,0.23
2020,MO,23.9,1426,Missouri,18,27,9,36,15,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,-1,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,1,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.299999999999997,-1,0.75,0.25
2021,MO,23.2,1414,Missouri,18,27,9,36,15,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,-1,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,1,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.6999999999999993,0,0.75,0.25
2022,MO,24.2,1489,Missouri,18,27,9,36,15,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,-1,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,1,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.75,0.25
2023,MO,21.4,1324,Missouri,18,27,9,36,15,5,0,-4,0,3,-1,6,2,2,2,0,1,1,1,-1,0,0,0,2,-1,5,4,4,0,3,1,6,2,2,2,0,1,1,1,1,0,0,0,2,1,3,2,0,0,3,0,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-2.8000000000000007,0,0.75,0.25
2014,MS,18.3,547,Mississippi,9,17,8,25,9,2,-2,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,2,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,0.68,0.32
2015,MS,19.6,589,Mississippi,9,17,8,25,9,2,-2,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,2,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3000000000000007,0,0.68,0.32
2016,MS,19.9,587,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.29999999999999716,-1,0.65,0.35
2017,MS,21.5,632,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.6000000000000014,0,0.65,0.35
2018,MS,22.9,681,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3999999999999986,0,0.65,0.35
2019,MS,24.2,710,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3000000000000007,0,0.65,0.35
2020,MS,28.6,818,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.400000000000002,0,0.65,0.35
2021,MS,33.9,962,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.299999999999997,0,0.65,0.35
2022,MS,29.6,848,Mississippi,8,17,9,26,9,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,0,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-4.299999999999997,0,0.65,0.35
2023,MS,29.4,844,Mississippi,7,17,10,27,10,2,-3,-3,0,3,-2,6,0,0,2,0,2,1,0,0,0,0,0,0,-1,2,3,3,0,3,2,6,0,0,2,0,4,1,0,0,0,0,0,0,1,2,0,0,0,3,0,6,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.20000000000000284,-1,0.63,0.37
2014,MT,16.1,172,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0.68,0.32
2015,MT,19.2,205,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.099999999999998,0,0.68,0.32
2016,MT,18.9,194,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3000000000000007,0,0.68,0.32
2017,MT,22.5,244,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6000000000000014,0,0.68,0.32
2018,MT,17.3,186,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.199999999999999,0,0.68,0.32
2019,MT,19,209,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6999999999999993,0,0.68,0.32
2020,MT,20.9,238,Montana,7,13,6,19,9,2,-2,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8999999999999986,0,0.68,0.32
2021,MT,25.1,280,Montana,6,13,7,20,9,2,-3,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,3,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.200000000000003,-1,0.65,0.35
2022,MT,23.9,274,Montana,6,13,7,20,9,2,-3,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,3,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2000000000000028,0,0.65,0.35
2023,MT,21.5,247,Montana,6,13,7,20,9,2,-3,-3,0,3,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,3,3,0,3,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3999999999999986,0,0.65,0.35
2014,NC,11.8,1206,North Carolina,25,30,5,35,13,5,0,-2,4,3,-1,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,1,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0.86,0.14
2015,NC,12.5,1289,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6999999999999993,-1,0.83,0.17
2016,NC,13.7,1409,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1999999999999993,0,0.83,0.17
2017,NC,13.7,1430,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.83,0.17
2018,NC,13.3,1416,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3999999999999986,0,0.83,0.17
2019,NC,13.1,1397,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.20000000000000107,0,0.83,0.17
2020,NC,16,1699,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9000000000000004,0,0.83,0.17
2021,NC,17.3,1839,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3000000000000007,0,0.83,0.17
2022,NC,16.8,1831,North Carolina,24,30,6,36,13,5,0,-2,4,3,-2,5,4,0,1,1,3,1,0,0,0,0,0,1,0,5,2,2,4,3,2,5,4,0,1,1,3,1,0,0,0,0,0,3,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5,0,0.83,0.17
2023,NC,16.4,1803,North Carolina,29,35,6,41,13,8,0,-2,4,3,-2,5,4,0,2,1,3,1,0,0,0,0,0,2,0,8,2,2,4,3,2,5,4,0,2,1,3,1,0,0,0,0,0,4,0,5,1,0,2,3,0,5,4,0,1,1,3,1,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.40000000000000213,5,0.85,0.15
2014,ND,12.3,96,North Dakota,15,20,5,25,11,2,0,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,2,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.8,0.2
2015,ND,12.8,92,North Dakota,15,20,5,25,11,2,0,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,2,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.8,0.2
2016,ND,11.9,90,North Dakota,15,20,5,25,11,2,0,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,2,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9000000000000004,0,0.8,0.2
2017,ND,13.2,103,North Dakota,14,20,6,26,11,2,-1,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.299999999999999,-1,0.77,0.23
2018,ND,11.5,89,North Dakota,14,20,6,26,11,2,-1,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.6999999999999993,0,0.77,0.23
2019,ND,12.4,93,North Dakota,14,20,6,26,11,2,-1,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9000000000000004,0,0.77,0.23
2020,ND,13.8,100,North Dakota,14,20,6,26,11,2,-1,-2,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,2,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4000000000000004,0,0.77,0.23
2021,ND,16.8,128,North Dakota,13,20,7,27,11,2,-1,-3,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,3,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0.74,0.26
